date,temperature_2m_max,temperature_2m_mean,temperature_2m_min,precipitation_sum,precipitation_hours,sunshine_duration,daylight_duration,cloudcover_mean,wind_speed_10m_max,weathercode,weathercode_text,sunshine_hours,daylight_hours,precip_category,weather_type,is_dry_day
2025-05-09,19.1,13.1,7.1,0.0,0.0,49184.34,54554.15,32,17.7,3,bedeckt,13.662316666666666,15.153930555555556,none,sunny,True
2025-05-10,21.0,14.7,7.3,0.0,0.0,50018.0,54735.1,7,10.6,1,überwiegend klar,13.893888888888888,15.204194444444443,none,sunny,True
2025-05-11,24.3,17.3,10.0,0.0,0.0,50124.8,54914.34,11,15.1,3,bedeckt,13.923555555555556,15.253983333333332,none,sunny,True
2025-05-12,22.0,16.7,10.6,0.0,0.0,50353.11,55091.7,5,17.4,1,überwiegend klar,13.986975000000001,15.303249999999998,none,sunny,True
2025-05-13,22.5,16.7,10.4,0.0,0.0,50586.42,55266.99,1,14.3,0,klar,14.051783333333333,15.351941666666667,none,sunny,True
2025-05-14,24.7,18.3,11.1,0.0,0.0,50824.32,55440.04,36,14.3,3,bedeckt,14.117866666666666,15.40001111111111,none,sunny,True
2025-05-15,18.5,14.7,10.3,0.0,0.0,49757.7,55610.64,36,18.4,3,bedeckt,13.821583333333333,15.4474,none,sunny,True
2025-05-16,18.9,14.0,7.0,5.5,2.0,45681.87,55778.63,43,15.7,63,"Regen, mäßig",12.689408333333335,15.494063888888888,moderate,rainy,False
2025-05-17,18.2,13.7,7.6,0.0,0.0,51127.62,55943.79,43,14.8,3,bedeckt,14.202116666666667,15.539941666666667,none,partly_cloudy,True
2025-05-18,16.3,12.9,8.7,0.0,0.0,50049.0,56105.92,43,13.6,3,bedeckt,13.9025,15.584977777777777,none,partly_cloudy,True
2025-05-19,21.3,15.2,7.7,0.0,0.0,51917.69,56264.83,6,12.1,1,überwiegend klar,14.421580555555556,15.629119444444445,none,sunny,True
2025-05-20,22.6,17.4,11.2,0.0,0.0,51242.52,56420.3,56,10.7,3,bedeckt,14.234033333333333,15.672305555555557,none,partly_cloudy,True
2025-05-21,22.6,17.2,11.4,0.2,1.0,44640.96,56572.1,88,14.7,51,"Niesel, leicht",12.400266666666667,15.714472222222222,light,drizzle,False
2025-05-22,15.7,13.4,9.8,0.0,0.0,48725.67,56720.03,45,18.6,3,bedeckt,13.534908333333332,15.755563888888888,none,partly_cloudy,True
2025-05-23,14.7,10.4,5.1,0.0,0.0,34346.34,56863.87,42,16.4,3,bedeckt,9.54065,15.795519444444444,none,partly_cloudy,True
2025-05-24,17.3,11.2,4.3,3.4,7.0,23150.81,57003.38,72,18.0,55,"Niesel, stark",6.430780555555556,15.834272222222221,moderate,drizzle,False
2025-05-25,20.5,14.3,10.0,4.4,16.0,27636.57,57138.34,85,22.3,53,"Niesel, mäßig",7.676825,15.87176111111111,moderate,drizzle,False
2025-05-26,18.4,14.6,10.7,0.2,2.0,43642.25,57268.52,69,16.8,51,"Niesel, leicht",12.122847222222223,15.907922222222222,light,drizzle,False
2025-05-27,19.8,15.1,10.2,2.7,5.0,20332.4,57393.85,90,21.3,53,"Niesel, mäßig",5.64788888888889,15.942736111111111,moderate,drizzle,False
2025-05-28,18.1,15.0,12.4,25.6,19.0,33292.24,57515.37,73,20.9,63,"Regen, mäßig",9.247844444444445,15.976491666666668,heavy,rainy,False
2025-05-29,18.8,14.7,10.1,0.6,4.0,19954.47,57633.17,87,14.6,51,"Niesel, leicht",5.542908333333334,16.009213888888887,light,drizzle,False
2025-05-30,26.0,20.2,13.9,0.0,0.0,52324.13,57747.15,40,15.3,3,bedeckt,14.534480555555556,16.040875,none,partly_cloudy,True
2025-05-31,26.8,20.6,15.5,0.7,2.0,37874.07,57857.14,69,16.8,53,"Niesel, mäßig",10.520575,16.071427777777778,light,drizzle,False
2025-06-01,22.4,18.9,15.7,10.5,12.0,36593.57,57963.03,92,19.7,63,"Regen, mäßig",10.164880555555555,16.100841666666668,heavy,rainy,False
2025-06-02,20.7,16.6,12.5,0.8,5.0,45520.05,58064.67,73,9.7,51,"Niesel, leicht",12.644458333333334,16.129075,light,drizzle,False
2025-06-03,21.9,16.8,10.6,0.0,0.0,53484.3,58161.93,27,13.4,3,bedeckt,14.856750000000002,16.15609166666667,none,sunny,True
2025-06-04,18.4,16.3,13.9,20.0,17.0,956.14,58254.68,92,15.3,63,"Regen, mäßig",0.26559444444444447,16.181855555555554,heavy,rainy,False
2025-06-05,19.3,16.5,14.2,1.3,6.0,40345.2,58342.78,85,21.9,53,"Niesel, mäßig",11.206999999999999,16.206327777777776,light,drizzle,False
2025-06-06,19.9,16.7,14.4,16.6,14.0,31620.71,58426.1,80,21.5,65,"Regen, stark",8.783530555555556,16.22947222222222,heavy,rainy,False
2025-06-07,19.5,16.0,13.6,1.9,8.0,39714.11,58504.5,74,22.4,53,"Niesel, mäßig",11.031697222222222,16.25125,light,drizzle,False
2025-06-08,17.0,14.1,9.9,2.5,14.0,46521.2,58577.87,45,23.1,53,"Niesel, mäßig",12.922555555555554,16.271630555555557,moderate,drizzle,False
2025-06-09,18.2,13.7,7.8,0.0,0.0,46835.21,58646.04,49,12.1,3,bedeckt,13.009780555555555,16.290566666666667,none,partly_cloudy,True
2025-06-10,22.4,16.4,10.6,0.2,2.0,40186.99,58708.91,75,22.6,51,"Niesel, leicht",11.163052777777777,16.308030555555558,light,drizzle,False
2025-06-11,20.5,16.1,10.9,0.0,0.0,53837.78,58766.34,18,11.2,3,bedeckt,14.954938888888888,16.32398333333333,none,sunny,True
2025-06-12,26.3,19.5,12.0,0.0,0.0,53871.75,58818.21,13,13.1,3,bedeckt,14.964375,16.338391666666666,none,sunny,True
2025-06-13,30.2,23.2,15.7,0.0,0.0,53903.11,58864.4,32,12.5,3,bedeckt,14.973086111111112,16.351222222222223,none,sunny,True
2025-06-14,31.4,24.1,17.8,0.0,0.0,53931.74,58904.79,27,13.8,3,bedeckt,14.981038888888888,16.362441666666665,none,sunny,True
2025-06-15,25.6,19.9,17.0,8.2,7.0,22687.02,58939.25,83,14.6,63,"Regen, mäßig",6.30195,16.37201388888889,moderate,rainy,False
2025-06-16,22.6,18.5,13.4,0.1,1.0,53980.76,58967.73,29,11.6,51,"Niesel, leicht",14.994655555555557,16.379925,light,drizzle,False
2025-06-17,25.8,20.3,13.9,0.0,0.0,54000.0,58990.41,32,7.3,3,bedeckt,15.0,16.386225,none,sunny,True
2025-06-18,27.3,21.7,14.6,0.0,0.0,54000.0,59007.36,56,11.2,3,bedeckt,15.0,16.390933333333333,none,partly_cloudy,True
2025-06-19,27.5,21.3,16.8,0.0,0.0,54000.0,59018.61,3,16.0,1,überwiegend klar,15.0,16.394058333333334,none,sunny,True
2025-06-20,25.1,19.5,13.2,0.0,0.0,54000.0,59024.17,5,12.9,1,überwiegend klar,15.0,16.39560277777778,none,sunny,True
2025-06-21,29.2,22.4,15.0,0.0,0.0,54000.0,59024.1,43,11.0,3,bedeckt,15.0,16.395583333333335,none,partly_cloudy,True
2025-06-22,33.0,25.7,16.9,0.0,0.0,51425.24,59018.4,38,14.3,3,bedeckt,14.284788888888889,16.394000000000002,none,sunny,True
2025-06-23,25.2,22.0,17.9,0.5,3.0,54000.0,59007.16,57,29.3,51,"Niesel, leicht",15.0,16.390877777777778,light,drizzle,False
2025-06-24,26.8,20.1,12.5,0.0,0.0,54000.0,58990.38,23,18.7,3,bedeckt,15.0,16.386216666666666,none,sunny,True
2025-06-25,31.6,25.0,18.1,0.0,0.0,54000.0,58968.13,28,13.6,3,bedeckt,15.0,16.38003611111111,none,sunny,True
2025-06-26,27.2,22.6,19.3,5.1,9.0,50918.1,58940.46,54,26.4,61,"Regen, leicht",14.143916666666666,16.37235,moderate,rainy,False
2025-06-27,23.6,20.4,18.1,1.7,4.0,27430.25,58907.41,65,18.4,53,"Niesel, mäßig",7.619513888888889,16.363169444444445,light,drizzle,False
2025-06-28,29.8,23.4,16.6,0.0,0.0,54000.0,58869.07,14,13.8,2,teilweise bewölkt,15.0,16.352519444444443,none,sunny,True
2025-06-29,31.3,25.1,17.6,0.0,0.0,54000.0,58825.48,21,12.7,3,bedeckt,15.0,16.340411111111113,none,sunny,True
2025-06-30,31.6,26.0,19.4,0.0,0.0,54000.0,58776.71,12,11.0,2,teilweise bewölkt,15.0,16.326863888888887,none,sunny,True
2025-07-01,34.9,28.1,20.8,0.0,0.0,54000.0,58722.82,2,11.4,0,klar,15.0,16.311894444444444,none,sunny,True
2025-07-02,36.4,29.9,21.5,0.0,0.0,54000.0,58663.9,9,18.9,2,teilweise bewölkt,15.0,16.295527777777778,none,sunny,True
2025-07-03,25.7,22.4,18.6,0.1,1.0,52702.58,58600.01,32,18.4,51,"Niesel, leicht",14.639605555555557,16.277780555555555,light,drizzle,False
2025-07-04,26.4,21.3,14.9,0.0,0.0,53962.33,58531.21,33,10.1,3,bedeckt,14.98953611111111,16.258669444444443,none,sunny,True
2025-07-05,28.9,22.1,13.5,0.0,0.0,50109.12,58457.62,70,14.6,3,bedeckt,13.9192,16.23822777777778,none,cloudy,True
2025-07-06,21.3,18.0,15.2,3.1,8.0,12648.41,58379.16,94,19.8,53,"Niesel, mäßig",3.513447222222222,16.216433333333335,moderate,drizzle,False
2025-07-07,19.7,16.5,14.2,8.6,17.0,24523.73,58295.1,96,14.8,63,"Regen, mäßig",6.812147222222222,16.193083333333334,moderate,rainy,False
2025-07-08,18.9,15.2,11.4,1.3,10.0,51352.9,58205.46,46,13.2,51,"Niesel, leicht",14.264694444444444,16.16818333333333,light,drizzle,False
2025-07-09,20.9,16.8,12.4,0.0,0.0,43898.21,58110.46,61,14.1,3,bedeckt,12.193947222222222,16.141794444444443,none,partly_cloudy,True
2025-07-10,26.5,19.3,11.3,0.0,0.0,53502.52,58010.28,28,15.9,3,bedeckt,14.86181111111111,16.113966666666666,none,sunny,True
2025-07-11,25.3,19.9,15.7,0.3,3.0,49382.93,57905.11,76,16.1,51,"Niesel, leicht",13.717480555555555,16.084752777777776,light,drizzle,False
2025-07-12,25.0,20.6,16.1,0.0,0.0,47312.02,57795.16,71,14.2,3,bedeckt,13.142227777777777,16.054211111111112,none,cloudy,True
2025-07-13,26.0,21.4,15.5,0.4,1.0,53209.76,57680.63,40,11.7,51,"Niesel, leicht",14.78048888888889,16.02239722222222,light,drizzle,False
2025-07-14,26.4,20.5,16.2,10.7,5.0,45857.36,57561.71,61,16.2,63,"Regen, mäßig",12.738155555555556,15.989363888888889,heavy,rainy,False
2025-07-15,23.6,19.6,16.4,0.1,1.0,49972.78,57438.59,63,16.1,51,"Niesel, leicht",13.881327777777777,15.955163888888888,light,drizzle,False
2025-07-16,22.7,17.5,14.4,2.3,8.0,40010.47,57311.47,59,22.0,53,"Niesel, mäßig",11.114019444444445,15.919852777777779,moderate,drizzle,False
2025-07-17,23.1,18.3,14.5,0.2,2.0,46127.33,57180.54,53,14.8,51,"Niesel, leicht",12.813147222222224,15.883483333333334,light,drizzle,False
2025-07-18,26.9,20.5,12.5,0.0,0.0,52643.08,57045.97,54,9.8,3,bedeckt,14.623077777777779,15.846102777777778,none,partly_cloudy,True
2025-07-19,31.4,23.3,16.3,0.0,0.0,38740.23,56907.98,57,17.2,3,bedeckt,10.761175000000001,15.807772222222223,none,partly_cloudy,True
2025-07-20,29.0,21.9,16.9,6.0,2.0,41969.79,56766.71,67,19.9,63,"Regen, mäßig",11.658275,15.768530555555555,moderate,rainy,False
2025-07-21,22.6,18.9,16.8,4.5,8.0,19784.9,56622.38,91,18.8,61,"Regen, leicht",5.495805555555556,15.728438888888888,moderate,rainy,False
2025-07-22,22.0,17.9,15.4,7.8,17.0,44545.6,56475.13,58,19.9,63,"Regen, mäßig",12.373777777777777,15.687536111111111,moderate,rainy,False
2025-07-23,22.7,18.7,14.3,0.3,2.0,45533.91,56325.15,59,14.1,51,"Niesel, leicht",12.648308333333334,15.645875,light,drizzle,False
2025-07-24,23.4,19.1,14.5,2.6,4.0,38770.41,56172.61,75,9.3,61,"Regen, leicht",10.769558333333334,15.603502777777777,moderate,rainy,False
2025-07-25,24.5,19.8,14.4,4.8,8.0,50168.84,56017.67,47,11.1,63,"Regen, mäßig",13.935788888888888,15.560463888888888,moderate,rainy,False
2025-07-26,24.6,20.5,16.5,0.9,7.0,43740.44,55860.29,32,9.1,51,"Niesel, leicht",12.150122222222222,15.516747222222222,light,drizzle,False
2025-07-27,21.1,18.1,15.1,16.6,17.0,24674.12,55699.14,96,10.0,63,"Regen, mäßig",6.853922222222222,15.471983333333332,heavy,rainy,False
2025-07-28,20.5,17.0,14.4,1.6,10.0,41749.73,55534.19,68,17.3,51,"Niesel, leicht",11.597147222222222,15.42616388888889,light,drizzle,False
2025-07-29,20.6,16.4,13.6,4.8,7.0,38445.11,55365.64,67,12.9,63,"Regen, mäßig",10.679197222222223,15.379344444444444,moderate,rainy,False
2025-07-30,20.9,17.3,14.6,2.3,8.0,38431.67,55193.73,83,13.0,53,"Niesel, mäßig",10.675463888888888,15.331591666666668,moderate,drizzle,False
2025-07-31,22.6,17.1,12.3,4.3,9.0,28527.36,55018.7,83,14.0,61,"Regen, leicht",7.924266666666667,15.282972222222222,moderate,rainy,False
2025-08-01,21.4,17.7,14.2,4.2,10.0,48334.42,54840.73,70,13.1,55,"Niesel, stark",13.426227777777777,15.233536111111112,moderate,drizzle,False
2025-08-02,20.8,16.6,13.4,0.7,4.0,40541.63,54660.07,71,14.4,51,"Niesel, leicht",11.261563888888888,15.183352777777777,light,drizzle,False
2025-08-03,20.1,15.9,13.6,1.5,4.0,10846.91,54476.9,95,12.8,53,"Niesel, mäßig",3.0130305555555554,15.132472222222223,light,drizzle,False
2025-08-04,23.5,18.1,13.8,5.5,12.0,22968.31,54291.44,91,12.4,61,"Regen, leicht",6.380086111111112,15.080955555555557,moderate,rainy,False
2025-08-05,22.1,18.1,13.7,5.2,9.0,26406.25,54103.88,50,16.0,61,"Regen, leicht",7.335069444444445,15.028855555555555,moderate,rainy,False
2025-08-06,21.5,16.4,10.4,0.0,0.0,48860.09,53914.41,39,8.3,3,bedeckt,13.572247222222222,14.976225000000001,none,sunny,True
2025-08-07,24.9,18.5,12.4,0.1,1.0,40869.33,53723.21,61,9.8,51,"Niesel, leicht",11.352591666666667,14.923113888888889,light,drizzle,False
2025-08-08,28.7,21.8,15.7,0.1,1.0,47418.92,53530.48,47,11.5,51,"Niesel, leicht",13.171922222222221,14.869577777777778,light,drizzle,False
2025-08-09,30.8,23.6,18.6,0.0,0.0,29324.22,53336.38,58,15.2,3,bedeckt,8.145616666666667,14.81566111111111,none,partly_cloudy,True
2025-08-10,25.8,21.1,15.3,0.0,0.0,47801.12,53141.1,1,13.2,0,klar,13.27808888888889,14.761416666666666,none,sunny,True
2025-08-11,27.3,21.6,15.8,0.0,0.0,47667.08,52944.79,0,12.6,0,klar,13.240855555555555,14.706886111111112,none,sunny,True
2025-08-12,30.8,23.5,16.0,0.0,0.0,47371.29,52747.62,0,10.0,0,klar,13.158691666666668,14.652116666666668,none,sunny,True
2025-08-13,33.1,26.5,19.8,0.0,0.0,47112.89,52549.74,10,7.2,3,bedeckt,13.086913888888889,14.59715,none,sunny,True
2025-08-14,34.1,27.9,21.3,0.0,0.0,46958.28,52351.32,22,6.3,3,bedeckt,13.043966666666666,14.542033333333332,none,sunny,True
2025-08-15,32.4,26.4,21.0,0.0,0.0,46800.0,52152.26,23,14.2,3,bedeckt,13.0,14.486738888888889,none,sunny,True
2025-08-16,27.8,22.6,18.7,0.0,0.0,46800.0,51951.11,13,14.3,3,bedeckt,13.0,14.430863888888888,none,sunny,True
2025-08-17,24.9,18.2,13.2,0.0,0.0,45004.3,51747.72,39,16.0,3,bedeckt,12.501194444444446,14.374366666666667,none,sunny,True
2025-08-18,25.1,19.3,13.3,0.0,0.0,46800.0,51542.28,3,11.1,1,überwiegend klar,13.0,14.3173,none,sunny,True
2025-08-19,28.3,22.2,15.8,0.0,0.0,46800.0,51334.98,16,11.1,3,bedeckt,13.0,14.259716666666668,none,sunny,True
2025-08-20,27.5,22.1,15.5,0.0,0.0,39663.81,51125.99,60,16.1,3,bedeckt,11.017724999999999,14.201663888888888,none,partly_cloudy,True
2025-08-21,26.1,20.9,15.3,0.0,0.0,46800.0,50915.48,67,18.0,3,bedeckt,13.0,14.14318888888889,none,partly_cloudy,True
2025-08-22,20.6,16.7,12.4,0.0,0.0,44896.64,50703.62,51,16.8,3,bedeckt,12.471288888888889,14.08433888888889,none,partly_cloudy,True
2025-08-23,18.7,15.2,11.5,0.0,0.0,26539.86,50490.58,56,17.3,3,bedeckt,7.372183333333333,14.025161111111112,none,partly_cloudy,True
2025-08-24,20.9,15.3,8.7,0.0,0.0,46376.51,50276.52,19,9.9,2,teilweise bewölkt,12.88236388888889,13.965699999999998,none,sunny,True
2025-08-25,22.4,16.0,8.4,0.0,0.0,46171.3,50061.58,39,9.6,3,bedeckt,12.825361111111112,13.905994444444445,none,sunny,True
2025-08-26,26.6,19.3,11.1,1.2,1.0,42947.96,49845.92,72,10.8,55,"Niesel, stark",11.92998888888889,13.846088888888888,light,drizzle,False
2025-08-27,26.3,20.8,16.2,3.2,5.0,41675.98,49629.7,50,16.9,61,"Regen, leicht",11.576661111111113,13.786027777777777,moderate,rainy,False
2025-08-28,22.0,18.3,15.6,9.6,18.0,2580.3,49413.04,97,15.3,61,"Regen, leicht",0.71675,13.725844444444444,moderate,rainy,False
2025-08-29,21.3,17.8,15.0,1.3,9.0,41251.49,49196.11,58,17.1,51,"Niesel, leicht",11.458747222222222,13.66558611111111,light,drizzle,False
2025-08-30,20.2,16.5,12.9,0.9,3.0,34471.28,48979.02,52,13.8,53,"Niesel, mäßig",9.575355555555555,13.605283333333333,light,drizzle,False
2025-08-31,22.7,17.5,12.2,0.0,0.0,36614.79,48761.93,40,13.6,3,bedeckt,10.170775,13.544980555555556,none,partly_cloudy,True
2025-09-01,20.2,17.4,15.4,1.1,5.0,11141.95,48544.95,94,13.1,51,"Niesel, leicht",3.0949861111111114,13.484708333333332,light,drizzle,False
2025-09-02,20.4,16.4,12.5,0.6,4.0,42631.45,48328.23,63,13.4,51,"Niesel, leicht",11.842069444444444,13.424508333333334,light,drizzle,False
2025-09-03,22.2,18.2,14.4,0.3,3.0,18127.48,48111.89,80,22.0,51,"Niesel, leicht",5.035411111111111,13.364413888888889,light,drizzle,False
2025-09-04,23.4,18.6,15.2,1.0,4.0,29592.74,47895.84,63,16.8,51,"Niesel, leicht",8.220205555555555,13.3044,light,drizzle,False
2025-09-05,20.6,16.3,12.2,3.9,10.0,42681.03,47678.59,50,12.5,61,"Regen, leicht",11.855841666666667,13.244052777777776,moderate,rainy,False
2025-09-06,22.7,16.4,10.6,0.0,0.0,38047.89,47459.98,49,10.5,3,bedeckt,10.568858333333333,13.183327777777778,none,partly_cloudy,True
2025-09-07,24.5,18.0,12.1,0.0,0.0,42552.18,47240.15,66,12.8,3,bedeckt,11.82005,13.12226388888889,none,partly_cloudy,True
2025-09-08,20.0,16.8,12.8,3.5,7.0,14351.52,47019.25,79,7.7,61,"Regen, leicht",3.9865333333333335,13.060902777777779,moderate,rainy,False
2025-09-09,17.9,15.9,13.6,6.3,6.0,3452.19,46797.42,91,11.8,63,"Regen, mäßig",0.9589416666666667,12.999283333333333,moderate,rainy,False
2025-09-10,17.7,14.4,11.5,0.2,2.0,22205.72,46574.79,73,9.9,51,"Niesel, leicht",6.168255555555556,12.937441666666667,light,drizzle,False
2025-09-11,19.0,15.1,12.3,1.9,7.0,30456.61,46351.48,53,23.1,53,"Niesel, mäßig",8.460169444444444,12.875411111111111,light,drizzle,False
2025-09-12,18.0,14.0,10.9,1.5,8.0,40095.52,46127.65,42,19.0,51,"Niesel, leicht",11.137644444444444,12.813236111111111,light,drizzle,False
2025-09-13,18.4,14.3,10.6,2.0,7.0,26196.39,45903.42,93,17.2,53,"Niesel, mäßig",7.276775,12.75095,moderate,drizzle,False
2025-09-14,18.9,15.1,11.4,6.4,9.0,36000.0,45678.91,85,14.5,61,"Regen, leicht",10.0,12.688586111111112,moderate,rainy,False
2025-09-15,21.5,17.9,14.5,3.5,12.0,28678.47,45454.27,62,22.3,53,"Niesel, mäßig",7.966241666666667,12.62618611111111,moderate,drizzle,False
2025-09-16,16.9,14.3,11.8,0.6,4.0,40717.8,45229.59,46,26.1,51,"Niesel, leicht",11.310500000000001,12.563775,light,drizzle,False
2025-09-17,17.7,13.4,9.2,0.1,1.0,14514.8,45005.03,70,15.7,51,"Niesel, leicht",4.031888888888889,12.501397222222222,light,drizzle,False
2025-09-18,24.1,17.3,12.2,0.0,0.0,40436.95,44780.69,10,13.1,3,bedeckt,11.232486111111111,12.439080555555556,none,sunny,True
2025-09-19,25.3,18.5,12.4,0.0,0.0,39948.79,44556.71,14,5.5,3,bedeckt,11.096886111111111,12.376863888888888,none,sunny,True
2025-09-20,27.3,19.2,12.0,0.0,0.0,40000.59,44333.2,47,15.1,3,bedeckt,11.111275,12.314777777777778,none,partly_cloudy,True
2025-09-21,18.8,16.0,12.6,9.7,15.0,482.17,44110.3,98,15.0,61,"Regen, leicht",0.13393611111111112,12.252861111111113,moderate,rainy,False
2025-09-22,14.3,11.6,9.8,5.9,16.0,4828.15,43888.12,99,22.9,53,"Niesel, mäßig",1.3411527777777776,12.191144444444445,moderate,drizzle,False
2025-09-23,15.6,12.1,9.0,0.1,1.0,39131.78,43666.79,76,23.6,51,"Niesel, leicht",10.869938888888889,12.129663888888889,light,drizzle,False
2025-09-24,12.7,10.8,9.6,20.5,11.0,1094.18,43446.19,100,22.1,63,"Regen, mäßig",0.3039388888888889,12.068386111111112,heavy,rainy,False
2025-09-25,9.7,9.1,8.6,12.9,20.0,0.0,43224.81,100,20.0,63,"Regen, mäßig",0.0,12.006891666666666,heavy,rainy,False
2025-09-26,14.6,11.0,8.9,2.7,4.0,20394.0,43002.47,92,13.0,55,"Niesel, stark",5.665,11.945130555555556,moderate,drizzle,False
2025-09-27,16.1,12.4,10.2,1.1,7.0,26971.53,42779.3,70,7.6,51,"Niesel, leicht",7.492091666666666,11.88313888888889,light,drizzle,False
2025-09-28,16.8,12.7,9.8,0.1,1.0,30043.43,42555.43,45,8.1,51,"Niesel, leicht",8.345397222222223,11.820952777777778,light,drizzle,False
2025-09-29,18.4,13.8,10.2,0.2,2.0,37899.18,42331.0,58,7.4,51,"Niesel, leicht",10.52755,11.758611111111112,light,drizzle,False
2025-09-30,16.1,12.8,10.0,0.2,2.0,35945.69,42106.14,80,9.7,51,"Niesel, leicht",9.98491388888889,11.69615,light,drizzle,False
